BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
148857,C4,C45,C1,C18,A2,B1,517742.39,35774,regular
477736,C8,C81,C2,C21,A1,B3,1896322.49,162,regular
183833,C5,C59,C4,C47,A3,B3,526422.56,0,regular
522207,C3,C30,C2,C26,A3,B3,30480.9,0,regular
255897,C2,C21,C1,C13,A1,B1,655590.93,0,regular
321196,C1,C13,C8,C84,A1,B3,2712433.48,0,regular
51117,C1,C17,C1,C14,A1,B1,1013642.57,5504,regular
125874,C3,C35,C8,C87,A3,B3,367235.91,0,regular
275618,C5,C57,C1,C19,A3,B1,409826.42,0,regular
43877,C3,C38,C1,C19,A3,B1,1537459.3,0,regular
271191,C1,C16,C1,C18,A1,B1,38641.37,0,regular
139913,C4,C40,C7,C75,A2,B2,533963.4,367607.79,regular
196261,C5,C53,C2,C22,A3,B3,255001.46,0,regular
70867,C4,C42,C7,C72,A2,B2,369898.82,0,regular
81132,C1,C15,C2,C21,A1,B3,195320.55,385,regular
523014,C8,C87,C2,C21,A1,B3,493538.8,493538.8,regular
308622,C8,C85,C1,C12,A1,B1,118475.44,0,regular
167079,C1,C14,C1,C18,A1,B1,243751.07,0,regular
180210,C1,C15,C1,C12,A1,B1,1749176.06,8232,regular
236643,C1,C17,C1,C11,A1,B1,591714.35,312598.2,regular
88227,C1,C19,C2,C20,A1,B3,664791.01,2007,regular
36474,C2,C25,C1,C17,A1,B1,180913.69,0,regular
274084,C1,C15,C1,C19,A1,B1,164932.14,0,regular
496202,C2,C22,C1,C14,A1,B1,171760.26,0,regular
265245,C4,C47,C3,C35,A2,B2,727310.38,0,regular
127054,C2,C27,C3,C33,A1,B2,246853.47,0,regular
288806,C1,C11,C2,C21,A1,B3,601395.7,0,regular
259962,C2,C20,C5,C52,A1,B1,609608.3,0,regular
40597,C2,C26,C3,C34,A1,B2,1273402.08,0,regular
400350,C6,C69,C6,C68,A2,B2,133354.01,0,regular
322194,C1,C15,C1,C14,A1,B1,69337316.27,0,regular
369279,C2,C20,C5,C55,A1,B1,948452.77,195,regular
266867,C7,C76,C9,C96,A3,B1,3209703.42,10463,regular
102203,C1,C15,C1,C12,A1,B1,2551222.22,0,regular
484615,C1,C10,C1,C11,A1,B1,1213642.29,20124,regular
205024,C9,C98,C1,C17,A2,B1,700869.02,62790,regular
297036,C7,C79,C1,C14,A3,B1,440248.38,0,regular
512039,C3,C39,C9,C94,A3,B1,302673.01,0,regular
16696,C6,C67,C9,C91,A2,B1,885645.01,0,regular
400400,C1,C19,C2,C20,A1,B3,854555.07,77159,regular
369641,C1,C17,C2,C20,A1,B3,3271699.95,12534,regular
161986,C1,C11,C3,C34,A1,B2,645737.55,0,regular
530869,C1,C12,C8,C85,A1,B3,299330.04,0,regular
342570,C2,C20,C1,C10,A1,B1,945053.06,115051,regular
304600,C4,C45,C1,C16,A2,B1,423003.4,508,regular
112087,C1,C11,C8,C81,A1,B3,909420.51,14703,regular
489768,C9,C91,C2,C21,A2,B3,1742807.65,512718,regular
286335,C1,C19,C9,C91,A1,B1,420315.83,94559,regular
475955,C9,C95,C9,C97,A2,B1,951941.8,30486,regular
50988,C1,C15,C5,C52,A1,B1,47201.54,0,regular
190110,C2,C20,C1,C12,A1,B1,1706869.42,71164,regular
36052,C1,C17,C1,C10,A1,B1,180299.58,0,regular
273944,C3,C36,C1,C12,A3,B1,858683.06,10890,regular
511879,C2,C26,C8,C89,A1,B3,999926.82,42340,regular
203072,C1,C19,C2,C22,A1,B3,604735.72,13468,regular
349290,C1,C12,C9,C94,A1,B1,10000000,13092,regular
305221,C1,C12,C7,C73,A1,B2,382239.19,0,regular
364205,C1,C18,C1,C17,A1,B1,1529566.91,0,regular
391617,C1,C13,C1,C12,A1,B1,289817.26,0,regular
13066,C2,C21,C1,C13,A1,B1,1830764.08,12579,regular
381222,C9,C98,C3,C36,A2,B2,10000000,0,regular
45726,C1,C15,C7,C70,A1,B2,304526.93,158,regular
438423,C5,C51,C1,C17,A3,B1,869267.68,111252.83,regular
441444,C1,C12,C1,C18,A1,B1,320006.02,0,regular
200805,C2,C21,C1,C15,A1,B1,402618.23,51637,regular
401574,C2,C20,C1,C11,A1,B1,972251.43,0,regular
31901,C1,C19,C1,C17,A1,B1,127868.64,0,regular
431440,C6,C65,C1,C17,A2,B1,1489961.74,0,regular
457102,C1,C14,C6,C67,A1,B2,465442.69,0,regular
296267,C7,C75,C9,C94,A3,B1,650896.9,228317.66,regular
381319,C1,C10,C6,C61,A1,B2,2851277.71,0,regular
396839,C1,C11,C1,C18,A1,B1,1099939.86,0,regular
162192,C2,C21,C1,C12,A1,B1,684015.99,20282,regular
484601,C1,C18,C1,C12,A1,B1,246228.79,25000,regular
464762,C1,C12,C1,C13,A1,B1,63237.61,0,regular
7495,C1,C19,C2,C24,A1,B3,594714.86,0,regular
86160,C7,C72,C1,C13,A3,B1,1611166.21,135113.05,regular
169525,C6,C64,C5,C50,A2,B1,900270.35,0,regular
171312,C7,C72,C2,C21,A3,B3,392377.48,20567,regular
387753,C1,C18,C1,C16,A1,B1,101904.81,683,regular
290773,C2,C21,C7,C73,A1,B2,81888.7,0,regular
436081,C2,C20,C1,C17,A1,B1,2580048.24,0,regular
175756,C7,C75,C2,C22,A3,B3,746376.46,0,regular
25758,C6,C69,C4,C49,A2,B3,286608.92,46294,regular
503071,C1,C14,C5,C58,A1,B1,991266.49,0,regular
55753,C1,C18,C1,C18,A1,B1,301249.74,126463,regular
443217,C7,C75,C3,C37,A3,B2,597059.94,93.18,regular
6828,C1,C15,C3,C36,A1,B2,317830.67,127824.44,regular
167336,C1,C18,C8,C89,A1,B3,123703.91,77733.16,regular
307340,C8,C86,C9,C96,A1,B1,242276.56,11489,regular
453838,C1,C15,C1,C17,A1,B1,31727.29,300641,regular
381668,C8,C88,C1,C12,A1,B1,221185.52,0,regular
431816,C1,C14,C7,C78,A1,B2,1478749.4,1830,regular
390262,C8,C88,C2,C20,A1,B3,771602.78,0,regular
216096,C1,C15,C8,C86,A1,B3,337013.35,0,regular
304127,C8,C89,C1,C15,A1,B1,405020.29,0,regular
446391,C4,C45,C8,C82,A2,B3,1109800.18,0,regular
44322,C1,C13,C5,C54,A1,B1,428753.84,0,regular
525610,C7,C70,C2,C20,A3,B3,309256.06,26487,regular
532203,C2,C21,C1,C18,A1,B1,1322701.53,33866,regular
51474,C3,C36,C1,C12,A3,B1,494422.7,21039,regular
21813,C1,C15,C7,C73,A1,B2,988566.25,593,regular
443316,C1,C17,C1,C16,A1,B1,14764.81,0,regular
444614,C1,C19,C1,C15,A1,B1,450288.08,30456,regular
401329,C1,C15,C1,C16,A1,B1,1002727.65,12600,regular
482060,C2,C21,C1,C11,A1,B1,244592.07,74933,regular
197101,C4,C40,C4,C48,A2,B3,559549.55,0,regular
488958,C1,C13,C9,C99,A1,B1,217540.39,0,regular
138677,C1,C12,C6,C63,A1,B2,734528.66,0,regular
276140,C5,C51,C4,C45,A3,B3,291216.33,60657,regular
10514,C1,C10,C1,C11,A1,B1,99610.23,0,regular
373686,C1,C11,C1,C17,A1,B1,383546.7,0,regular
512348,C2,C20,C1,C10,A1,B1,295176.98,0,regular
480656,C6,C67,C1,C16,A2,B1,446268.54,0,regular
260159,C3,C37,C2,C20,A3,B3,474539.51,447,regular
487741,C1,C16,C6,C66,A1,B2,118550.99,0,regular
176974,C7,C71,C8,C86,A3,B3,553738.38,63052.42,regular
521893,C1,C16,C1,C16,A1,B1,580655.19,0,regular
91219,C2,C21,C1,C10,A1,B1,436858.37,0,regular
447797,C1,C16,C6,C61,A1,B2,892659.4,345970,regular
278251,C1,C12,C1,C17,A1,B1,118112.03,74064,regular
16154,C3,C38,C9,C91,A3,B1,359195.56,0,regular
126487,C1,C13,C1,C15,A1,B1,1654979.3,298221,regular
271909,C3,C32,C2,C20,A3,B3,715702.48,21314,regular
211308,C1,C12,C5,C55,A1,B1,207012.64,455549,regular
314788,C1,C16,C1,C11,A1,B1,14571864.72,0,regular
41620,C2,C20,C1,C11,A1,B1,560977.05,22682.45,regular
466666,C1,C18,C1,C15,A1,B1,513505.55,0,regular
485411,C7,C75,C2,C20,A3,B3,599617.92,10990,regular
56140,C9,C91,C1,C12,A2,B1,89201.32,0,regular
231140,C1,C16,C2,C24,A1,B3,616420.4,0,regular
298094,C1,C19,C1,C16,A1,B1,227747.99,183,regular
147229,C1,C19,C2,C26,A1,B3,673654.36,0,regular
345466,C5,C54,C1,C17,A3,B1,10000000,0,regular
165622,C9,C90,C1,C16,A2,B1,349481.05,145,regular
302984,C1,C13,C1,C12,A1,B1,541905.86,10875,regular
26857,C5,C50,C1,C14,A3,B1,1102.2,97302,regular
107017,C2,C20,C1,C15,A1,B1,9873.4,0,regular
353883,C1,C10,C7,C76,A1,B2,241012.94,0,regular
187046,C7,C75,C1,C13,A3,B1,40494.01,0,regular
88795,C1,C10,C2,C28,A1,B3,79604.49,0,regular
147863,C1,C12,C1,C13,A1,B1,511033.2,332042.15,regular
315456,C2,C29,C2,C21,A1,B3,208209.28,31987,regular
203775,C1,C13,C3,C39,A1,B2,404006.23,119214,regular
518623,C1,C19,C2,C20,A1,B3,22050.61,0,regular
7295,C4,C46,C4,C42,A2,B3,1134960.55,45138.56,regular
170896,C2,C22,C1,C13,A1,B1,1540516.7,94505,regular
327496,C2,C20,C1,C17,A1,B1,1524580.62,0,regular
524074,C1,C13,C2,C28,A1,B3,89445.62,0,regular
39534,C1,C19,C1,C12,A1,B1,735534.16,0,regular
483695,C1,C12,C9,C93,A1,B1,9370.08,0,regular
307779,C1,C10,C1,C19,A1,B1,195883.12,4076,regular
170134,C6,C64,C1,C19,A2,B1,533890.24,0,regular
190983,C1,C12,C2,C29,A1,B3,154315.3,0,regular
162451,C1,C10,C5,C50,A1,B1,196322.24,0,regular
487561,C4,C44,C1,C13,A2,B1,580373.51,0,regular
360593,C1,C18,C1,C17,A1,B1,9450327.91,0,regular
50569,C1,C17,C9,C92,A1,B1,2364631.71,26052,regular
266567,C7,C79,C7,C78,A3,B2,510733.43,0,regular
47695,C2,C21,C1,C11,A1,B1,1806616.27,7474.2,regular
389649,C2,C20,C2,C20,A1,B3,197004.37,0,regular
431933,C1,C16,C3,C32,A1,B2,716399.48,0,regular
268968,C7,C76,C1,C17,A3,B1,729567.67,0,regular
293957,C1,C12,C1,C16,A1,B1,464413.27,192,regular
302978,C4,C40,C1,C13,A2,B1,142692.69,0,regular
260960,C1,C13,C1,C11,A1,B1,366026.49,20601,regular
135348,C3,C31,C3,C36,A3,B2,771486.95,0,regular
192990,C1,C17,C2,C21,A1,B3,528957.91,0,regular
28644,C1,C13,C3,C33,A1,B2,17126.17,702170,regular
130058,C2,C20,C7,C76,A1,B2,55807.62,0,regular
131237,C4,C48,C8,C81,A2,B3,700749.02,0,regular
357304,C1,C15,C3,C38,A1,B2,856806.26,0,regular
308162,C4,C49,C1,C12,A2,B1,439743.59,0,regular
220065,C1,C14,C2,C25,A1,B3,225457.17,20738,regular
438522,C2,C20,C2,C20,A1,B3,1764912.57,51611,regular
151977,C2,C21,C7,C79,A1,B2,147531.21,169199,regular
404928,C9,C95,C5,C54,A2,B1,214640.03,0,regular
457485,C4,C45,C2,C21,A2,B3,172938.78,29915,regular
166224,C4,C43,C1,C17,A2,B1,397872.25,10777,regular
460228,C9,C99,C1,C10,A2,B1,33268.54,22346,regular
57667,C1,C16,C2,C20,A1,B3,967354.09,504,regular
348096,C1,C16,C2,C20,A1,B3,5578297.62,0,regular
412794,C2,C20,C1,C17,A1,B1,30776.95,0,regular
174453,C6,C60,C2,C26,A2,B3,824289.92,0,regular
329024,C5,C56,C1,C12,A3,B1,1832378.13,142,regular
176145,C1,C13,C8,C89,A1,B3,285406.9,84435.18,regular
103388,C6,C67,C1,C13,A2,B1,449550.07,20860,regular
146700,C1,C11,C7,C72,A1,B2,509086.68,0,regular
104223,C1,C18,C1,C13,A1,B1,162034.21,0,regular
269855,C1,C13,C3,C34,A1,B2,238543.33,15408,regular
487378,C1,C16,C1,C16,A1,B1,83985.99,0,regular
343098,C2,C20,C6,C67,A1,B2,307427.63,0,regular
275935,C1,C14,C1,C11,A1,B1,542517.33,307553,regular
141052,C1,C19,C4,C43,A1,B3,959572.35,0,regular
310366,C5,C51,C1,C17,A3,B1,292189.33,0,regular
404332,C1,C14,C1,C19,A1,B1,1285513.38,423,regular
520094,C2,C21,C1,C14,A1,B1,238713.53,0,regular
261445,C2,C20,C8,C83,A1,B3,771759.83,466612,regular
27671,C1,C15,C3,C32,A1,B2,1860353.33,28024.89,regular
248734,C7,C77,C2,C20,A3,B3,913086.99,49324,regular
262858,C1,C14,C1,C18,A1,B1,619783.6,40226.41,regular
21234,C5,C52,C1,C18,A3,B1,377279.99,0,regular
35358,C2,C24,C1,C15,A1,B1,1171143.22,0,regular
274858,C3,C31,C5,C52,A3,B1,462921.7,0,regular
373126,C2,C20,C1,C15,A1,B1,2175015.04,74940,regular
389204,C1,C15,C2,C25,A1,B3,894589.74,230,regular
420058,C6,C69,C8,C89,A2,B3,1141680.95,60989,regular
515420,C1,C10,C7,C70,A1,B2,354303.21,0,regular
408463,C9,C92,C6,C63,A2,B2,765708.15,36451,regular
104920,C1,C15,C1,C11,A1,B1,501241.3,0,regular
433540,C1,C19,C7,C71,A1,B2,335057.21,0,regular
124708,C9,C93,C5,C56,A2,B1,329058.44,0,regular
440174,C5,C53,C1,C19,A3,B1,376589.35,44244,regular
208725,C1,C16,C2,C20,A1,B3,1085353.32,0,regular
102247,C1,C13,C6,C66,A1,B2,263313.61,91,regular
332341,C9,C99,C8,C84,A2,B3,1376517,0,regular
86558,C1,C13,C1,C10,A1,B1,666057.39,0,regular
134958,C1,C10,C1,C10,A1,B1,1526531.45,0,regular
26065,C1,C11,C4,C48,A1,B3,549400.33,0,regular
248466,C1,C10,C1,C12,A1,B1,861888.78,14589,regular
509429,C8,C82,C1,C19,A1,B1,2821.71,16549,regular
495675,C1,C11,C9,C97,A1,B1,183781.92,5556,regular
390330,C1,C18,C6,C65,A1,B2,797391.33,0,regular
76067,C1,C18,C1,C13,A1,B1,565089.93,125,regular
513572,C4,C49,C4,C40,A2,B3,538805.2,0,regular
66363,C1,C11,C1,C13,A1,B1,872056.45,1145670.38,regular
279508,C7,C73,C1,C11,A3,B1,1175436.51,795022,regular
43635,C1,C12,C7,C73,A1,B2,75780.75,19547,regular
163757,C1,C17,C2,C20,A1,B3,8815.02,0,regular
475263,C6,C64,C1,C18,A2,B1,1328331.56,0,regular
39152,C1,C11,C2,C29,A1,B3,278269.41,0,regular
62534,C1,C13,C1,C18,A1,B1,86116,0,regular
110322,C1,C13,C1,C14,A1,B1,38888.57,0,regular
250997,C1,C11,C3,C31,A1,B2,120467.08,0,regular
399577,C2,C28,C1,C18,A1,B1,702364.45,0,regular
27683,C1,C13,C1,C13,A1,B1,1090547.92,0,regular
101767,C1,C18,C1,C18,A1,B1,893304.14,84471,regular
504391,C1,C16,C6,C63,A1,B2,785406.87,0,regular
17109,C1,C10,C6,C69,A1,B2,163005.28,286,regular
392732,C1,C17,C1,C17,A1,B1,125501.61,0,regular
113278,C1,C14,C1,C10,A1,B1,32405.33,42139,regular
359329,C1,C14,C1,C13,A1,B1,1350697,0,regular
73925,C8,C82,C1,C18,A1,B1,81424.73,0,regular
182664,C6,C63,C2,C21,A2,B3,44679.45,577,regular
62936,C2,C20,C1,C12,A1,B1,1846701.01,2001,regular
372982,C1,C10,C3,C32,A1,B2,161844.29,0,regular
465518,C7,C74,C2,C20,A3,B3,12392.03,0,regular
34154,C3,C38,C1,C10,A3,B1,210889.22,0,regular
339032,C6,C69,C6,C62,A2,B2,2741493.07,0,regular
273365,C1,C13,C8,C80,A1,B3,607607.67,53093,regular
96046,C1,C11,C1,C19,A1,B1,389795.98,0,regular
410521,C1,C11,C8,C81,A1,B3,198166,0,regular
238097,C7,C78,C3,C32,A3,B2,419589.61,0,regular
334656,C1,C14,C2,C20,A1,B3,25659999.77,0,regular
195195,C1,C10,C4,C48,A1,B3,4876.44,5279,regular
34057,C3,C38,C2,C28,A3,B3,127166.5,4042,regular
489838,C1,C10,C2,C27,A1,B3,206625.41,0,regular
61373,C1,C11,C1,C12,A1,B1,208586.74,464,regular
347395,C6,C61,C2,C21,A2,B3,177148.43,0,regular
456746,C1,C11,C5,C57,A1,B1,293143.33,0,regular
211615,C3,C32,C3,C36,A3,B2,228286.85,14352,regular
497477,C7,C73,C1,C10,A3,B1,1976685.58,0,regular
112091,C2,C22,C1,C15,A1,B1,856568.35,66165,regular
275591,C1,C16,C1,C15,A1,B1,773141.6,0,regular
15924,C1,C14,C1,C10,A1,B1,1493800.85,0,regular
16459,C5,C58,C1,C18,A3,B1,611145.23,19236.04,regular
265483,C8,C88,C8,C86,A1,B3,530255.79,203443,regular
249127,C8,C86,C7,C70,A1,B2,245389.3,0,regular
482268,C1,C12,C6,C68,A1,B2,1199117.68,0,regular
292858,C1,C17,C9,C95,A1,B1,236689.71,80136.35,regular
388195,C7,C76,C3,C32,A3,B2,955353.91,0,regular
158209,C6,C65,C5,C59,A2,B1,419128.57,51561,regular
138359,C4,C41,C2,C20,A2,B3,1923784.08,121,regular
129706,C1,C12,C1,C11,A1,B1,2364478.05,37382,regular
532991,C1,C11,C1,C91,A1,B1,910668.8875,54440.85658,local
92428,C5,C52,C1,C13,A3,B1,176282.72,0,regular
61767,C1,C15,C5,C53,A1,B1,1166024.64,0,regular
172273,C2,C20,C1,C12,A1,B1,784959.91,30947,regular
31524,C8,C88,C1,C10,A1,B1,752322.2,0,regular
399492,C1,C11,C1,C19,A1,B1,570328.27,0,regular
318941,C1,C11,C1,C11,A1,B1,561946.53,0,regular
178488,C8,C86,C1,C19,A1,B1,553615.65,72057,regular
430957,C1,C13,C2,C28,A1,B3,1356714,931,regular
410300,C1,C12,C2,C29,A1,B3,308450.17,50614,regular
433031,C5,C50,C1,C12,A3,B1,252847.78,0,regular
185088,C7,C75,C9,C96,A3,B1,970605.01,0,regular
427868,C5,C54,C9,C99,A3,B1,226512.05,0,regular
487976,C2,C21,C4,C46,A1,B3,374238.59,267254,regular
286972,C1,C11,C3,C35,A1,B2,590397.88,25617,regular
348939,C1,C18,C1,C19,A1,B1,590748.48,0,regular
107938,C7,C74,C6,C66,A3,B2,1433138.32,50027,regular
396102,C2,C24,C9,C96,A1,B1,181398.84,0,regular
206976,C1,C16,C2,C21,A1,B3,1900411.78,0,regular
337490,C3,C37,C1,C15,A3,B1,334668.06,0,regular
495994,C1,C16,C1,C17,A1,B1,397632.74,49000,regular
413646,C1,C13,C8,C81,A1,B3,1339397.41,0,regular
89445,C2,C23,C6,C69,A1,B2,1481872.3,0,regular
104093,C1,C11,C1,C19,A1,B1,716681.73,113,regular
256559,C4,C46,C1,C13,A2,B1,615867.16,0,regular
95335,C1,C10,C1,C17,A1,B1,2110930.76,693006,regular
11199,C3,C38,C1,C18,A3,B1,1502116.07,31707,regular
181289,C1,C15,C7,C75,A1,B2,718548.85,0,regular
183150,C1,C17,C1,C18,A1,B1,66323.1,0,regular
452292,C2,C20,C1,C11,A1,B1,360811.1,0,regular
470180,C1,C16,C5,C54,A1,B1,1777461.23,41544,regular
471020,C1,C12,C1,C16,A1,B1,1493360.79,260537.59,regular
524454,C8,C82,C1,C12,A1,B1,176081.13,0,regular
289679,C3,C35,C5,C54,A3,B1,927087.16,10658,regular
292524,C9,C96,C2,C20,A2,B3,470759.55,0,regular
256160,C5,C58,C4,C47,A3,B3,744394.44,0,regular
454487,C9,C98,C2,C20,A2,B3,887622.25,127327,regular
333959,C2,C20,C6,C66,A1,B2,731240.64,0,regular
432720,C1,C17,C1,C13,A1,B1,2136349.05,18124,regular
397954,C1,C14,C1,C11,A1,B1,1717003.04,0,regular
163506,C2,C21,C1,C19,A1,B1,2586712.11,0,regular
272317,C6,C62,C1,C19,A2,B1,127267.79,0,regular
345431,C2,C21,C6,C68,A1,B2,10000000,9731,regular
201149,C1,C19,C1,C16,A1,B1,625372.17,30933,regular
109748,C1,C11,C4,C44,A1,B3,401846.53,11778,regular
122490,C1,C13,C1,C15,A1,B1,437579.13,0,regular
482079,C1,C19,C1,C17,A1,B1,417387.7,0,regular
487915,C6,C60,C1,C13,A2,B1,1400764.31,0,regular
346949,C1,C11,C1,C13,A1,B1,10000000,1534,regular
47369,C2,C20,C7,C78,A1,B2,5224.36,0,regular
421831,C1,C19,C1,C17,A1,B1,3233280.93,0,regular
311531,C2,C20,C1,C19,A1,B1,345874.43,1514.52,regular
227886,C5,C51,C1,C18,A3,B1,351148.09,369639.56,regular
323801,C2,C23,C1,C13,A1,B1,105321.44,279540,regular
492678,C1,C15,C1,C11,A1,B1,826803.21,104301,regular
352600,C2,C20,C2,C21,A1,B3,954628.48,12479,regular
211970,C1,C17,C1,C19,A1,B1,771868.69,200995,regular
304267,C4,C45,C1,C16,A2,B1,60965275.64,0,regular
493486,C1,C10,C1,C18,A1,B1,594628.58,0,regular
429062,C1,C12,C1,C16,A1,B1,515429.07,0,regular
464401,C1,C16,C1,C19,A1,B1,1968449.1,5559,regular
350213,C8,C80,C1,C17,A1,B1,479079.78,994,regular
420157,C2,C22,C6,C62,A1,B2,226634.14,0,regular
2087,C1,C15,C1,C19,A1,B1,183276.4,0,regular
133671,C1,C15,C4,C41,A1,B3,551992.4,354181.03,regular
419364,C1,C17,C5,C59,A1,B1,31620.66,0,regular
358986,C2,C21,C6,C69,A1,B2,1061681.99,0,regular
326225,C2,C20,C3,C36,A1,B2,2413078.27,8383.34,regular
394504,C3,C37,C1,C10,A3,B1,300424.58,860,regular
186387,C5,C50,C1,C16,A3,B1,307285.11,10797,regular
28287,C7,C74,C1,C11,A3,B1,614902.21,332918,regular
196438,C3,C31,C8,C82,A3,B3,244227.51,21113,regular
490370,C1,C11,C1,C16,A1,B1,552945.74,40,regular
509790,C4,C44,C2,C20,A2,B3,166135.83,21351,regular
351880,C1,C10,C3,C39,A1,B2,973336.5,0,regular
61200,C5,C52,C1,C10,A3,B1,547443.85,0,regular
383990,C1,C10,C1,C14,A1,B1,867687.33,0,regular
425253,C1,C12,C4,C48,A1,B3,41606.6,97883,regular
29292,C1,C17,C5,C58,A1,B1,191057.31,201559,regular
502968,C1,C16,C1,C16,A1,B1,200472.9,0,regular
122453,C1,C17,C1,C17,A1,B1,21485.83,1182,regular
12636,C9,C94,C1,C16,A2,B1,169995.15,0,regular
322296,C1,C14,C6,C64,A1,B2,1475882.2,0,regular
226740,C1,C11,C1,C11,A1,B1,1822.56,299553,regular
43525,C1,C10,C3,C31,A1,B2,1801783.27,0,regular
430966,C6,C61,C1,C18,A2,B1,2338727.54,481,regular
402560,C9,C99,C1,C10,A2,B1,1750604.66,7076,regular
518,C1,C15,C1,C10,A1,B1,412579.72,36739.3,regular
161948,C9,C97,C1,C17,A2,B1,4766472.23,50900,regular
323269,C7,C70,C4,C49,A3,B3,621444.93,298171.28,regular
279952,C1,C11,C1,C11,A1,B1,398059.71,0,regular
344034,C4,C43,C2,C20,A2,B3,10000000,0,regular
179247,C1,C19,C1,C18,A1,B1,9837.6,0,regular
294947,C2,C21,C1,C16,A1,B1,295083.47,0,regular
220785,C1,C17,C1,C14,A1,B1,943221.48,11344,regular
209192,C1,C14,C1,C13,A1,B1,482482.67,104176,regular
459301,C1,C18,C1,C17,A1,B1,294513.69,1335,regular
494674,C2,C22,C2,C28,A1,B3,6149028.27,0,regular
187702,C2,C21,C9,C99,A1,B1,148835.04,32299,regular
268800,C5,C53,C1,C19,A3,B1,217365.83,0,regular
342380,C1,C18,C2,C24,A1,B3,1644874.76,25201,regular
201383,C1,C18,C1,C10,A1,B1,263084.32,0,regular
407307,C6,C63,C5,C54,A2,B1,101365.61,0,regular
142293,C1,C17,C7,C74,A1,B2,20243.94,0,regular
131039,C1,C15,C1,C11,A1,B1,516184.13,100629,regular
212282,C4,C44,C1,C11,A2,B1,49291.51,0,regular
483303,C3,C34,C8,C87,A3,B3,830679.13,0,regular
493824,C7,C78,C1,C13,A3,B1,83518.08,109598,regular
271855,C2,C21,C1,C17,A1,B1,1379874.23,0,regular
140464,C1,C14,C1,C16,A1,B1,4244438.18,0,regular
394703,C1,C10,C2,C23,A1,B3,7278928.8,0,regular
115296,C2,C21,C7,C75,A1,B2,20353.39,99557,regular
146363,C1,C19,C5,C56,A1,B1,1341319.07,21312,regular
267418,C3,C35,C9,C95,A3,B1,217109.9,0,regular
302062,C1,C11,C1,C11,A1,B1,994329.33,280395.99,regular
497058,C7,C72,C6,C63,A3,B2,975638.29,0,regular
402071,C1,C17,C1,C13,A1,B1,395557.32,0,regular
323362,C1,C17,C1,C17,A1,B1,24810.47,0,regular
2174,C2,C20,C1,C10,A1,B1,920389.12,63575,regular
105492,C1,C11,C1,C14,A1,B1,22295.75,0,regular
486107,C1,C18,C1,C14,A1,B1,1737202.98,0,regular
99884,C1,C19,C2,C24,A1,B3,1454979.13,0,regular
109046,C1,C16,C1,C10,A1,B1,139977.47,0,regular
523932,C6,C66,C1,C15,A2,B1,295205.08,295205.08,regular
435314,C1,C19,C9,C92,A1,B1,1124240.96,0,regular
128002,C1,C10,C5,C58,A1,B1,1385072.57,0,regular
277292,C1,C18,C1,C13,A1,B1,2175.76,5085,regular
524015,C4,C42,C1,C16,A2,B1,251557.62,200968,regular
76468,C1,C17,C1,C19,A1,B1,114669.71,0,regular
245238,C6,C66,C1,C14,A2,B1,492419.85,0,regular
87076,C1,C19,C1,C19,A1,B1,141763.75,111509,regular
376303,C2,C20,C1,C12,A1,B1,3608021.78,0,regular
317406,C5,C54,C1,C18,A3,B1,329623.1,582,regular
14455,C4,C41,C1,C18,A2,B1,290056.28,0,regular
52042,C1,C16,C8,C88,A1,B3,356490.7,1001169.19,regular
41124,C1,C19,C1,C12,A1,B1,570873.53,48082,regular
88124,C1,C14,C1,C14,A1,B1,275098.47,0,regular
319218,C1,C19,C8,C82,A1,B3,11261214.44,0,regular
404886,C3,C36,C3,C34,A3,B2,449916.88,0,regular
437674,C1,C15,C1,C16,A1,B1,801987.78,11443,regular
102697,C9,C93,C1,C13,A2,B1,1520907.65,0,regular
464612,C2,C21,C1,C16,A1,B1,1104021.67,0,regular
197545,C5,C54,C6,C67,A3,B2,271995.69,0,regular
461899,C1,C10,C1,C10,A1,B1,863399.71,0,regular
111946,C1,C14,C1,C19,A1,B1,1170983.23,0,regular
331875,C1,C16,C8,C89,A1,B3,194481.89,0,regular
165789,C1,C14,C6,C62,A1,B2,1300694.38,0,regular
447801,C9,C98,C1,C17,A2,B1,2927063.59,21289,regular
496569,C2,C25,C1,C13,A1,B1,144473.37,0,regular
476363,C1,C17,C7,C70,A1,B2,105825.26,0,regular
9439,C1,C17,C1,C13,A1,B1,648323.71,0,regular
180878,C1,C10,C3,C36,A1,B2,121025.53,0,regular
472752,C1,C15,C8,C84,A1,B3,30388.24,0,regular
19600,C1,C18,C1,C13,A1,B1,711930.08,0,regular
504605,C1,C15,C1,C14,A1,B1,1065742.1,0,regular
44344,C8,C88,C1,C12,A1,B1,598555.48,0,regular
236537,C1,C11,C1,C18,A1,B1,477810.16,101220,regular
91317,C6,C60,C1,C11,A2,B1,618091.45,0,regular
135472,C6,C67,C1,C12,A2,B1,872385.96,0,regular
492386,C2,C29,C1,C15,A1,B1,1080103.11,0,regular
494570,C3,C32,C1,C11,A3,B1,17868.24,9331,regular
281440,C1,C11,C9,C97,A1,B1,209267.02,127,regular
70504,C1,C15,C1,C17,A1,B1,377079.99,0,regular
166732,C1,C12,C2,C23,A1,B3,797006.56,233939,regular
519312,C1,C10,C1,C10,A1,B1,728390.06,18317,regular
